Code,Category,Honda likely summary,Recommended Shop
P1395,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1396,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1397,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1398,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1399,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1400,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1401,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1402,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1403,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1404,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1405,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1406,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1407,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1408,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1409,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1410,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1411,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1412,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1413,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1414,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1415,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1416,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1417,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1418,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1419,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1420,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1421,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1422,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1423,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1424,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1425,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1426,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1427,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1428,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1429,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1430,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1431,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1432,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1433,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1434,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1435,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1436,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1437,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1438,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1439,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1440,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1441,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1442,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1443,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1444,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1445,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1446,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1447,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1448,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1449,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1450,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1451,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1452,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
P1453,Emissions / EVAP system,"Likely emissions / evap system fault involving EVAP purge, venting, leak detection, EGR flow, or emissions hardware.",Carolina Muffler & Brake
